#transId	geneId	source	chrom	start	end	strand	proteinId	geneName	transcriptName	geneType	transcriptType
ENSACHT00000003136	ENSACHG00000002307	ensembl	PVKX01002923.1	28851	70323	-	ENSACHP00000002730			protein_coding	protein_coding
ENSACHT00000003715	ENSACHG00000002753	ensembl	PVKX01002930.1	59278	60280	-	ENSACHP00000003242			protein_coding	protein_coding
ENSACHT00000003546	ENSACHG00000002590	ensembl	PVKX01002929.1	15566	72996	+	ENSACHP00000003093			protein_coding	protein_coding
ENSACHT00000003700	ENSACHG00000002671	ensembl	PVKX01002929.1	83274	123514	+	ENSACHP00000003230			protein_coding	protein_coding
ENSACHT00000003735	ENSACHG00000002765	ensembl	PVKX01002931.1	30456	62673	-	ENSACHP00000003263			protein_coding	protein_coding
ENSACHT00000005476	ENSACHG00000003959	ensembl	PVKX01002946.1	36174	73967	-	ENSACHP00000004822			protein_coding	protein_coding
ENSACHT00000005482	ENSACHG00000003973	ensembl	PVKX01002946.1	82199	102480	-	ENSACHP00000004828			protein_coding	protein_coding
ENSACHT00000005517	ENSACHG00000003987	ensembl	PVKX01002949.1	23355	106695	-	ENSACHP00000004862			protein_coding	protein_coding
ENSACHT00000005532	ENSACHG00000003987	ensembl	PVKX01002949.1	23355	106695	-	ENSACHP00000004876			protein_coding	protein_coding
ENSACHT00000005537	ENSACHG00000003987	ensembl	PVKX01002949.1	23355	106695	-	ENSACHP00000004880			protein_coding	protein_coding
ENSACHT00000003968	ENSACHG00000002933	ensembl	PVKX01002934.1	70934	71174	+	ENSACHP00000003462			protein_coding	protein_coding
ENSACHT00000003761	ENSACHG00000002779	ensembl	PVKX01002932.1	95638	113137	+	ENSACHP00000003284			protein_coding	protein_coding
ENSACHT00000003785	ENSACHG00000002796	ensembl	PVKX01002932.1	119717	122401	-	ENSACHP00000003308			protein_coding	protein_coding
ENSACHT00000004099	ENSACHG00000002965	ensembl	PVKX01002939.1	69103	123256	+	ENSACHP00000003582			protein_coding	protein_coding
ENSACHT00000004129	ENSACHG00000002965	ensembl	PVKX01002939.1	69139	122677	+	ENSACHP00000003608			protein_coding	protein_coding
ENSACHT00000005672	ENSACHG00000004090	ensembl	PVKX01002958.1	87476	123328	-	ENSACHP00000004999			protein_coding	protein_coding
ENSACHT00000005613	ENSACHG00000004058	ensembl	PVKX01002953.1	46334	94251	+	ENSACHP00000004947			protein_coding	protein_coding
ENSACHT00000004148	ENSACHG00000003064	ensembl	PVKX01002942.1	17301	17655	+	ENSACHP00000003624			protein_coding	protein_coding
ENSACHT00000004164	ENSACHG00000003071	ensembl	PVKX01002942.1	47515	47872	-	ENSACHP00000003640			protein_coding	protein_coding
ENSACHT00000004244	ENSACHG00000003093	ensembl	PVKX01002942.1	105646	118806	+	ENSACHP00000003713			protein_coding	protein_coding
ENSACHT00000005385	ENSACHG00000003375	ensembl	PVKX01002945.1	3208	90131	-	ENSACHP00000004737			protein_coding	protein_coding
ENSACHT00000005393	ENSACHG00000003375	ensembl	PVKX01002945.1	3208	90131	-	ENSACHP00000004744			protein_coding	protein_coding
ENSACHT00000005428	ENSACHG00000003375	ensembl	PVKX01002945.1	3208	90131	-	ENSACHP00000004778			protein_coding	protein_coding
ENSACHT00000005445	ENSACHG00000003375	ensembl	PVKX01002945.1	3208	90131	-	ENSACHP00000004794			protein_coding	protein_coding
ENSACHT00000005559	ENSACHG00000004025	ensembl	PVKX01002952.1	21936	43120	+	ENSACHP00000004898			protein_coding	protein_coding
ENSACHT00000005591	ENSACHG00000004038	ensembl	PVKX01002952.1	51537	123044	-	ENSACHP00000004929			protein_coding	protein_coding
ENSACHT00000005727	ENSACHG00000004135	ensembl	PVKX01002961.1	20	24812	-	ENSACHP00000005052			protein_coding	protein_coding
ENSACHT00000005760	ENSACHG00000004150	ensembl	PVKX01002961.1	39949	43724	+	ENSACHP00000005080			protein_coding	protein_coding
ENSACHT00000005785	ENSACHG00000004169	ensembl	PVKX01002961.1	57371	96574	-	ENSACHP00000005102			protein_coding	protein_coding
ENSACHT00000005796	ENSACHG00000004186	ensembl	PVKX01002961.1	109390	109534	+				snoRNA	snoRNA
ENSACHT00000005800	ENSACHG00000004189	ensembl	PVKX01002961.1	112682	118076	+	ENSACHP00000005114			protein_coding	protein_coding
ENSACHT00000005624	ENSACHG00000004068	ensembl	PVKX01002955.1	77559	78180	-	ENSACHP00000004958			protein_coding	protein_coding
ENSACHT00000005630	ENSACHG00000004073	ensembl	PVKX01002955.1	109741	110254	-	ENSACHP00000004963			protein_coding	protein_coding
ENSACHT00000002182	ENSACHG00000001622	ensembl	PVKX01002977.1	15156	19136	+	ENSACHP00000001896			protein_coding	protein_coding
ENSACHT00000002207	ENSACHG00000001641	ensembl	PVKX01002977.1	36024	43395	-	ENSACHP00000001919			protein_coding	protein_coding
ENSACHT00000002231	ENSACHG00000001658	ensembl	PVKX01002977.1	56545	63414	+	ENSACHP00000001941			protein_coding	protein_coding
ENSACHT00000002254	ENSACHG00000001676	ensembl	PVKX01002977.1	69586	73707	+	ENSACHP00000001963			protein_coding	protein_coding
ENSACHT00000002349	ENSACHG00000001714	ensembl	PVKX01002977.1	103758	120063	+	ENSACHP00000002044			protein_coding	protein_coding
ENSACHT00000002367	ENSACHG00000001714	ensembl	PVKX01002977.1	103758	118652	+	ENSACHP00000002061			protein_coding	protein_coding
ENSACHT00000002378	ENSACHG00000001714	ensembl	PVKX01002977.1	114218	120063	+	ENSACHP00000002069			protein_coding	protein_coding
ENSACHT00000002391	ENSACHG00000001714	ensembl	PVKX01002977.1	114322	120063	+	ENSACHP00000002081			protein_coding	protein_coding
ENSACHT00000005548	ENSACHG00000004017	ensembl	PVKX01002951.1	89772	89875	+				snRNA	snRNA
ENSACHT00000005642	ENSACHG00000004077	ensembl	PVKX01002956.1	23721	28841	+	ENSACHP00000004974			protein_coding	protein_coding
ENSACHT00000005863	ENSACHG00000004230	ensembl	PVKX01002970.1	1656	2094	-	ENSACHP00000005173			protein_coding	protein_coding
ENSACHT00000005870	ENSACHG00000004236	ensembl	PVKX01002970.1	6211	7009	+	ENSACHP00000005179			protein_coding	protein_coding
ENSACHT00000005877	ENSACHG00000004240	ensembl	PVKX01002970.1	8516	9674	-	ENSACHP00000005185			protein_coding	protein_coding
ENSACHT00000005903	ENSACHG00000004251	ensembl	PVKX01002970.1	10687	18901	-	ENSACHP00000005210			protein_coding	protein_coding
ENSACHT00000005914	ENSACHG00000004251	ensembl	PVKX01002970.1	10687	18901	-	ENSACHP00000005221			protein_coding	protein_coding
ENSACHT00000005924	ENSACHG00000004280	ensembl	PVKX01002970.1	19265	19676	+	ENSACHP00000005230			protein_coding	protein_coding
ENSACHT00000005935	ENSACHG00000004286	ensembl	PVKX01002970.1	24913	32050	+	ENSACHP00000005242			protein_coding	protein_coding
ENSACHT00000005946	ENSACHG00000004293	ensembl	PVKX01002970.1	34832	35705	-	ENSACHP00000005251			protein_coding	protein_coding
ENSACHT00000005962	ENSACHG00000004307	ensembl	PVKX01002970.1	35703	48407	+	ENSACHP00000005266			protein_coding	protein_coding
ENSACHT00000005965	ENSACHG00000004307	ensembl	PVKX01002970.1	35703	48407	+	ENSACHP00000005268			protein_coding	protein_coding
ENSACHT00000005986	ENSACHG00000004332	ensembl	PVKX01002970.1	51016	52042	+	ENSACHP00000005288			protein_coding	protein_coding
ENSACHT00000005996	ENSACHG00000004340	ensembl	PVKX01002970.1	52664	54824	+	ENSACHP00000005297			protein_coding	protein_coding
ENSACHT00000006053	ENSACHG00000004374	ensembl	PVKX01002970.1	54912	79782	-	ENSACHP00000005349			protein_coding	protein_coding
ENSACHT00000006079	ENSACHG00000004374	ensembl	PVKX01002970.1	54912	79782	-	ENSACHP00000005369			protein_coding	protein_coding
ENSACHT00000006098	ENSACHG00000004374	ensembl	PVKX01002970.1	54912	79782	-	ENSACHP00000005385			protein_coding	protein_coding
ENSACHT00000006121	ENSACHG00000004374	ensembl	PVKX01002970.1	55224	79782	-	ENSACHP00000005406			protein_coding	protein_coding
ENSACHT00000006128	ENSACHG00000004374	ensembl	PVKX01002970.1	55224	79782	-	ENSACHP00000005413			protein_coding	protein_coding
ENSACHT00000006132	ENSACHG00000004374	ensembl	PVKX01002970.1	55224	79782	-	ENSACHP00000005417			protein_coding	protein_coding
ENSACHT00000006163	ENSACHG00000004459	ensembl	PVKX01002970.1	94457	114972	+	ENSACHP00000005443			protein_coding	protein_coding
ENSACHT00000006176	ENSACHG00000004459	ensembl	PVKX01002970.1	94457	114972	+	ENSACHP00000005455			protein_coding	protein_coding
ENSACHT00000006212	ENSACHG00000004492	ensembl	PVKX01002970.1	116654	120683	-	ENSACHP00000005489			protein_coding	protein_coding
ENSACHT00000000831	ENSACHG00000000467	ensembl	PVKX01002974.1	1384	114003	+	ENSACHP00000000714			protein_coding	protein_coding
ENSACHT00000000870	ENSACHG00000000467	ensembl	PVKX01002974.1	1384	114003	+	ENSACHP00000000749			protein_coding	protein_coding
ENSACHT00000000906	ENSACHG00000000467	ensembl	PVKX01002974.1	1384	114003	+	ENSACHP00000000777			protein_coding	protein_coding
ENSACHT00000000949	ENSACHG00000000467	ensembl	PVKX01002974.1	2732	114003	+	ENSACHP00000000811			protein_coding	protein_coding
ENSACHT00000005695	ENSACHG00000004112	ensembl	PVKX01002960.1	11757	21797	+	ENSACHP00000005022			protein_coding	protein_coding
ENSACHT00000005712	ENSACHG00000004117	ensembl	PVKX01002960.1	51574	69758	-	ENSACHP00000005037			protein_coding	protein_coding
ENSACHT00000005716	ENSACHG00000004117	ensembl	PVKX01002960.1	63117	68203	-	ENSACHP00000005041			protein_coding	protein_coding
ENSACHT00000000991	ENSACHG00000000756	ensembl	PVKX01002975.1	40795	67257	+	ENSACHP00000000850			protein_coding	protein_coding
ENSACHT00000000997	ENSACHG00000000756	ensembl	PVKX01002975.1	40795	64516	+	ENSACHP00000000854			protein_coding	protein_coding
ENSACHT00000001191	ENSACHG00000000812	ensembl	PVKX01002975.1	78746	122225	+	ENSACHP00000001028			protein_coding	protein_coding
ENSACHT00000001213	ENSACHG00000000930	ensembl	PVKX01002975.1	113510	113619	-				snRNA	snRNA
ENSACHT00000005858	ENSACHG00000004224	ensembl	PVKX01002969.1	865	89473	-	ENSACHP00000005167			protein_coding	protein_coding
ENSACHT00000002412	ENSACHG00000001786	ensembl	PVKX01002978.1	76163	76287	-				snoRNA	snoRNA
ENSACHT00000005805	ENSACHG00000004194	ensembl	PVKX01002966.1	35172	44045	+	ENSACHP00000005119			protein_coding	protein_coding
ENSACHT00000005835	ENSACHG00000004200	ensembl	PVKX01002966.1	48063	121741	-	ENSACHP00000005147			protein_coding	protein_coding
ENSACHT00000005841	ENSACHG00000004214	ensembl	PVKX01002967.1	21692	22040	-	ENSACHP00000005153			protein_coding	protein_coding
ENSACHT00000005845	ENSACHG00000004217	ensembl	PVKX01002967.1	27241	27348	+				snRNA	snRNA
ENSACHT00000001257	ENSACHG00000000952	ensembl	PVKX01002976.1	6406	23526	+	ENSACHP00000001084			protein_coding	protein_coding
ENSACHT00000001283	ENSACHG00000000952	ensembl	PVKX01002976.1	15397	23363	+	ENSACHP00000001102			protein_coding	protein_coding
ENSACHT00000002009	ENSACHG00000001066	ensembl	PVKX01002976.1	27680	65791	+	ENSACHP00000001740			protein_coding	protein_coding
ENSACHT00000002022	ENSACHG00000001066	ensembl	PVKX01002976.1	27680	65791	+	ENSACHP00000001749			protein_coding	protein_coding
ENSACHT00000002065	ENSACHG00000001066	ensembl	PVKX01002976.1	35596	67360	+	ENSACHP00000001788			protein_coding	protein_coding
ENSACHT00000002077	ENSACHG00000001066	ensembl	PVKX01002976.1	35596	65791	+	ENSACHP00000001800			protein_coding	protein_coding
ENSACHT00000002143	ENSACHG00000001587	ensembl	PVKX01002976.1	69575	90483	-	ENSACHP00000001861			protein_coding	protein_coding
ENSACHT00000006237	ENSACHG00000004519	ensembl	PVKX01002971.1	101635	102904	+	ENSACHP00000005513			protein_coding	protein_coding
ENSACHT00000003215	ENSACHG00000002376	ensembl	PVKX01002993.1	18271	18589	-				pseudogene	pseudogene
ENSACHT00000003228	ENSACHG00000002387	ensembl	PVKX01002993.1	19378	19624	+	ENSACHP00000002814			protein_coding	protein_coding
ENSACHT00000003192	ENSACHG00000002324	ensembl	PVKX01002992.1	27929	54137	-	ENSACHP00000002782			protein_coding	protein_coding
ENSACHT00000003380	ENSACHG00000002505	ensembl	PVKX01002998.1	55918	56518	+	ENSACHP00000002947			protein_coding	protein_coding
ENSACHT00000002462	ENSACHG00000001796	ensembl	PVKX01002989.1	850	19592	+	ENSACHP00000002143			protein_coding	protein_coding
ENSACHT00000002524	ENSACHG00000001852	ensembl	PVKX01002989.1	23944	75984	-	ENSACHP00000002196			protein_coding	protein_coding
ENSACHT00000002565	ENSACHG00000001852	ensembl	PVKX01002989.1	23944	75984	-	ENSACHP00000002229			protein_coding	protein_coding
ENSACHT00000002608	ENSACHG00000001921	ensembl	PVKX01002989.1	99574	113687	-	ENSACHP00000002269			protein_coding	protein_coding
ENSACHT00000002701	ENSACHG00000001981	ensembl	PVKX01002990.1	14134	70303	-	ENSACHP00000002345			protein_coding	protein_coding
ENSACHT00000002748	ENSACHG00000001981	ensembl	PVKX01002990.1	14134	70303	-	ENSACHP00000002384			protein_coding	protein_coding
ENSACHT00000002779	ENSACHG00000002046	ensembl	PVKX01002990.1	106842	121182	+	ENSACHP00000002411			protein_coding	protein_coding
ENSACHT00000003397	ENSACHG00000002517	ensembl	PVKX01003000.1	14196	24313	+	ENSACHP00000002961			protein_coding	protein_coding
ENSACHT00000004480	ENSACHG00000002626	ensembl	PVKX01003000.1	31505	121536	-	ENSACHP00000003913			protein_coding	protein_coding
ENSACHT00000004497	ENSACHG00000002626	ensembl	PVKX01003000.1	31505	121536	-	ENSACHP00000003929			protein_coding	protein_coding
ENSACHT00000002799	ENSACHG00000002065	ensembl	PVKX01002991.1	3638	12228	-	ENSACHP00000002432			protein_coding	protein_coding
ENSACHT00000002820	ENSACHG00000002082	ensembl	PVKX01002991.1	15808	21341	-	ENSACHP00000002450			protein_coding	protein_coding
ENSACHT00000002848	ENSACHG00000002103	ensembl	PVKX01002991.1	30402	37388	+	ENSACHP00000002477			protein_coding	protein_coding
ENSACHT00000002890	ENSACHG00000002139	ensembl	PVKX01002991.1	42182	77332	-	ENSACHP00000002514			protein_coding	protein_coding
ENSACHT00000003026	ENSACHG00000002187	ensembl	PVKX01002991.1	77750	116307	+	ENSACHP00000002630			protein_coding	protein_coding
ENSACHT00000003099	ENSACHG00000002280	ensembl	PVKX01002991.1	118133	121880	-	ENSACHP00000002693			protein_coding	protein_coding
ENSACHT00000004518	ENSACHG00000003334	ensembl	PVKX01003001.1	85396	85789	-	ENSACHP00000003948			IG_V_gene	IG_V_gene
ENSACHT00000004538	ENSACHG00000003343	ensembl	PVKX01003001.1	113989	114477	-	ENSACHP00000003965			protein_coding	protein_coding
ENSACHT00000003359	ENSACHG00000002487	ensembl	PVKX01002996.1	20	27811	+	ENSACHP00000002930			protein_coding	protein_coding
ENSACHT00000003370	ENSACHG00000002495	ensembl	PVKX01002996.1	90799	90907	+				snRNA	snRNA
ENSACHT00000004848	ENSACHG00000003547	ensembl	PVKX01003005.1	2091	86519	-	ENSACHP00000004248			protein_coding	protein_coding
ENSACHT00000004852	ENSACHG00000003547	ensembl	PVKX01003005.1	3319	86519	-	ENSACHP00000004253			protein_coding	protein_coding
ENSACHT00000004861	ENSACHG00000003547	ensembl	PVKX01003005.1	3319	86519	-	ENSACHP00000004261			protein_coding	protein_coding
ENSACHT00000004870	ENSACHG00000003547	ensembl	PVKX01003005.1	3319	86192	-	ENSACHP00000004270			protein_coding	protein_coding
ENSACHT00000004882	ENSACHG00000003547	ensembl	PVKX01003005.1	24677	86519	-	ENSACHP00000004282			protein_coding	protein_coding
ENSACHT00000004889	ENSACHG00000003547	ensembl	PVKX01003005.1	24677	86076	-	ENSACHP00000004288			protein_coding	protein_coding
ENSACHT00000004905	ENSACHG00000003585	ensembl	PVKX01003005.1	62967	63091	-				snoRNA	snoRNA
ENSACHT00000003249	ENSACHG00000002401	ensembl	PVKX01002994.1	1336	6550	+	ENSACHP00000002832			protein_coding	protein_coding
ENSACHT00000003288	ENSACHG00000002434	ensembl	PVKX01002994.1	16320	44988	-	ENSACHP00000002868			protein_coding	protein_coding
ENSACHT00000003305	ENSACHG00000002434	ensembl	PVKX01002994.1	16320	43949	-	ENSACHP00000002883			protein_coding	protein_coding
ENSACHT00000003321	ENSACHG00000002434	ensembl	PVKX01002994.1	16320	43949	-	ENSACHP00000002897			protein_coding	protein_coding
ENSACHT00000004919	ENSACHG00000003592	ensembl	PVKX01003008.1	10190	80715	-	ENSACHP00000004316			protein_coding	protein_coding
ENSACHT00000004951	ENSACHG00000003614	ensembl	PVKX01003010.1	63621	86783	+	ENSACHP00000004346			protein_coding	protein_coding
ENSACHT00000005253	ENSACHG00000003814	ensembl	PVKX01003017.1	32235	88478	+	ENSACHP00000004618			protein_coding	protein_coding
ENSACHT00000005264	ENSACHG00000003814	ensembl	PVKX01003017.1	32235	71563	+	ENSACHP00000004628			protein_coding	protein_coding
ENSACHT00000005267	ENSACHG00000003814	ensembl	PVKX01003017.1	32235	70381	+	ENSACHP00000004631			protein_coding	protein_coding
ENSACHT00000005273	ENSACHG00000003814	ensembl	PVKX01003017.1	32235	65082	+	ENSACHP00000004637			protein_coding	protein_coding
ENSACHT00000005283	ENSACHG00000003814	ensembl	PVKX01003017.1	82459	104668	+	ENSACHP00000004646			protein_coding	protein_coding
ENSACHT00000005288	ENSACHG00000003814	ensembl	PVKX01003017.1	82459	104668	+	ENSACHP00000004651			protein_coding	protein_coding
ENSACHT00000005298	ENSACHG00000003851	ensembl	PVKX01003017.1	35614	35720	+				snRNA	snRNA
ENSACHT00000005306	ENSACHG00000003856	ensembl	PVKX01003017.1	76895	78244	-	ENSACHP00000004664			protein_coding	protein_coding
ENSACHT00000004736	ENSACHG00000003436	ensembl	PVKX01003004.1	29950	40963	+	ENSACHP00000004146			protein_coding	protein_coding
ENSACHT00000004755	ENSACHG00000003436	ensembl	PVKX01003004.1	29950	40963	+	ENSACHP00000004160			protein_coding	protein_coding
ENSACHT00000004760	ENSACHG00000003436	ensembl	PVKX01003004.1	29950	40302	+	ENSACHP00000004164			protein_coding	protein_coding
ENSACHT00000004791	ENSACHG00000003505	ensembl	PVKX01003004.1	52536	113733	+	ENSACHP00000004194			protein_coding	protein_coding
ENSACHT00000004796	ENSACHG00000003505	ensembl	PVKX01003004.1	52545	105538	+	ENSACHP00000004199			protein_coding	protein_coding
ENSACHT00000004582	ENSACHG00000003361	ensembl	PVKX01003002.1	85285	112597	-	ENSACHP00000004006			protein_coding	protein_coding
ENSACHT00000005316	ENSACHG00000003863	ensembl	PVKX01003018.1	5417	7154	-	ENSACHP00000004672			protein_coding	protein_coding
ENSACHT00000005336	ENSACHG00000003877	ensembl	PVKX01003018.1	81349	119824	-	ENSACHP00000004689			protein_coding	protein_coding
ENSACHT00000005351	ENSACHG00000003877	ensembl	PVKX01003018.1	81349	119824	-	ENSACHP00000004704			protein_coding	protein_coding
ENSACHT00000004617	ENSACHG00000003393	ensembl	PVKX01003003.1	10335	120292	+	ENSACHP00000004038			protein_coding	protein_coding
ENSACHT00000005694	ENSACHG00000004106	ensembl	PVKX01003022.1	37636	97505	-	ENSACHP00000005021			protein_coding	protein_coding
ENSACHT00000005698	ENSACHG00000004106	ensembl	PVKX01003022.1	83225	97505	-	ENSACHP00000005026			protein_coding	protein_coding
ENSACHT00000005003	ENSACHG00000003625	ensembl	PVKX01003014.1	756	43803	+	ENSACHP00000004394			protein_coding	protein_coding
ENSACHT00000005017	ENSACHG00000003648	ensembl	PVKX01003014.1	54858	63901	+				lncRNA	lncRNA
ENSACHT00000005107	ENSACHG00000003684	ensembl	PVKX01003014.1	73390	121815	+	ENSACHP00000004487			protein_coding	protein_coding
ENSACHT00000005151	ENSACHG00000003684	ensembl	PVKX01003014.1	73390	121815	+	ENSACHP00000004526			protein_coding	protein_coding
ENSACHT00000005173	ENSACHG00000003684	ensembl	PVKX01003014.1	73390	121815	+	ENSACHP00000004547			protein_coding	protein_coding
ENSACHT00000004933	ENSACHG00000003607	ensembl	PVKX01003009.1	109124	111377	-	ENSACHP00000004330			protein_coding	protein_coding
ENSACHT00000005500	ENSACHG00000003938	ensembl	PVKX01003020.1	10112	26631	+	ENSACHP00000004847			protein_coding	protein_coding
ENSACHT00000005509	ENSACHG00000003938	ensembl	PVKX01003020.1	16685	26631	+	ENSACHP00000004855			protein_coding	protein_coding
ENSACHT00000005528	ENSACHG00000003938	ensembl	PVKX01003020.1	16685	25845	+	ENSACHP00000004873			protein_coding	protein_coding
ENSACHT00000005563	ENSACHG00000004021	ensembl	PVKX01003020.1	28931	31689	+	ENSACHP00000004902			protein_coding	protein_coding
ENSACHT00000005607	ENSACHG00000004046	ensembl	PVKX01003020.1	33346	110188	-	ENSACHP00000004943			protein_coding	protein_coding
